Cluster,Phyla,Class,Order,Family,39197,39201,39203,39205,39207,39209,39211,39213,39215,39217,39221,39223,39225,39227,39229,39231,39233,39235,39237,39239,39241,39243,39245,39247,39249,39251,39253,39255,39257,39259,39261,39263,39265,39267,39269,39271,39273,39275,39281,39285,39287,39289,39293,39295,39299,39301,39303,39305,39307,39309,39313,39315,39317,39319,39321,39323,39325,39327,39329,39331,39333,39335,39339,39341,39343,39345,39347,39349,39351,39353,39355,39357,39359,39361,39363,39365,39367,39369,39373,39375,Sample
0,Proteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria_unclassified,c__Alphaproteobacteria_unclassified,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-30 cm
1,Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,0,2,1,1,2,0,0,1,2,1,2,2,1,4,2,0,1,1,0,2,0,1,0,4,0,1,1,0,1,1,4,1,2,1,0,1,2,2,1,0,1,0,0,0,2,1,2,0,0,1,4,1,0,0,0,0,1,2,4,1,1,0,2,0,3,0,1,1,1,0,1,1,1,2,1,4,1,1,1,0,20-30 cm
2,Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,0,0,0,2,0,0,0,2,0,1,1,1,1,0,3,0,1,0,0,1,0,1,2,3,2,0,3,1,2,0,2,5,1,2,0,0,0,1,2,0,2,0,0,3,3,1,0,0,0,3,0,0,0,2,0,0,1,0,7,1,0,0,2,2,0,1,0,4,2,0,0,0,4,1,3,2,0,0,2,1,20-30 cm
4,Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-30 cm
5,Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-30 cm
6,Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,0,0,0,0,0,0,1,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,4,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,1,1,1,0,2,2,0,1,20-30 cm
7,Planctomycetes,c__BD7-11,c__BD7-11_unclassified,c__BD7-11_unclassified,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,20-30 cm
8,Proteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria_unclassified,c__Alphaproteobacteria_unclassified,1,3,1,0,0,2,1,1,2,3,1,3,4,0,1,1,6,0,3,2,1,0,2,1,3,6,0,1,2,0,0,0,1,0,0,1,2,0,2,1,0,0,2,1,0,2,1,2,0,0,3,1,0,1,1,3,0,0,4,5,1,5,0,1,0,0,1,0,0,1,1,0,2,7,0,1,0,2,0,1,20-30 cm
9,Proteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria_unclassified,c__Alphaproteobacteria_unclassified,4,2,7,2,0,16,9,2,5,7,6,6,4,6,3,2,0,1,0,3,6,4,11,4,2,5,0,2,1,1,0,0,13,4,0,5,9,4,3,0,6,3,9,1,4,2,3,0,1,0,8,3,7,0,3,8,0,0,6,2,2,0,1,0,3,0,2,0,1,7,9,0,2,7,0,0,0,3,4,0,20-30 cm
